feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,target
0.55397975,0.06855026,7.0,-1.74248,2.0,-0.18160208,-1.6608931,0.0,0.84363866,0.89666605,2.0
0.20075619,0.23808856,7.0,1.0806803,2.0,-2.0513117,0.7312395,0.0,-0.5990764,-0.18745267,2.0
0.1404205,0.42316517,7.0,-0.14225239,2.0,0.48758024,-1.169473,0.0,-0.85253596,-0.64411426,2.0
-0.4848701,-1.0330328,7.0,0.5990434,1.0,-1.1611985,1.0933067,0.0,-0.1267328,1.0212783,2.0
0.5717853,0.055305466,7.0,2.5113459,2.0,0.0626651,-1.2626286,0.0,0.52324903,-1.3072814,2.0
-0.7425807,4.564846,7.0,-1.6924751,2.0,-2.1686454,-0.68925655,0.0,0.7521983,0.65590084,2.0
-0.39429545,0.19968332,7.0,-0.68228394,2.0,0.23122883,0.49832007,0.0,0.36338392,0.11941098,2.0
-0.8792888,1.8208337,7.0,-0.040872093,2.0,-0.6532392,-0.17013003,0.0,0.23912725,0.6740716,2.0
-0.3070778,-0.8569763,7.0,1.8128773,1.0,-1.6174773,1.1990364,0.0,-0.8163323,1.7279633,2.0
-0.52456063,0.71990174,7.0,1.3278645,2.0,-1.1913053,0.30050132,0.0,0.10494,-0.17303102,2.0
0.2307615,-0.087768756,7.0,0.29172885,2.0,-1.1699524,1.9636716,0.0,1.3304775,0.16736014,2.0
-0.55820197,1.7036314,7.0,-1.7601683,1.0,-0.2089993,1.3703526,0.0,-0.48599517,0.5064381,1.0
3.5592318,1.8047444,7.0,1.2504976,2.0,3.753893,-4.645011,0.0,1.0247024,-5.3428273,2.0
0.24237233,-1.883831,7.0,0.73533875,1.0,1.7282472,-0.14272633,0.0,0.7143518,0.20020536,2.0
0.047568828,0.1554223,7.0,-0.06323216,1.0,-0.4322222,0.35912827,0.0,-0.16077937,0.64415437,2.0
1.1500208,2.3390758,7.0,0.0009914,2.0,0.93862313,-4.7379413,0.0,1.8718293,-1.5763608,2.0
-8.751375,5.0193586,7.0,7.1967783,1.0,-6.63306,11.033054,0.0,-5.0187,-0.46322557,1.0
-3.5261,0.15003799,7.0,2.3962142,1.0,0.7448839,0.90250516,0.0,1.1023647,0.38467598,2.0
-0.0041275565,0.030880667,7.0,-0.10473739,2.0,-0.5478207,-1.3536347,0.0,0.6976312,0.6111302,2.0
1.0650803,-0.19855249,7.0,0.53661424,1.0,0.61278087,-0.65322626,0.0,0.5860357,-0.59105396,2.0
-1.1237668,0.4741712,7.0,1.9293079,2.0,-2.0087273,1.652423,0.0,-0.52220875,0.253418,2.0
0.55341613,1.528261,7.0,-1.2148683,1.0,-0.8250885,1.9923352,0.0,-0.53627336,-0.41080838,1.0
0.10993141,0.23615001,7.0,-0.52101916,1.0,0.33378398,0.06778938,0.0,0.06567082,-0.16909583,2.0
0.92226034,4.884302,7.0,0.89900696,2.0,2.2017722,-3.4149764,0.0,-0.7673769,-2.7506804,2.0
-0.80059975,1.9737982,7.0,1.6799793,0.0,-1.9332585,2.4991882,0.0,-6.920647,6.322171,0.0
-0.19089594,0.3337759,7.0,-0.29338852,2.0,-0.3438031,0.8259507,0.0,0.13087948,0.62233585,2.0
0.33811226,-2.0546958,7.0,1.8809913,1.0,0.9878098,0.55994767,0.0,-1.0312564,-0.46331355,2.0
-0.69935846,0.52203965,7.0,1.946272,2.0,-0.6392117,1.6893892,0.0,0.5607671,-0.9489865,2.0
0.5926346,-0.73937565,7.0,-1.6646217,1.0,0.5148415,-0.05581612,0.0,0.5734691,0.2776785,2.0
1.2477801,-2.1566126,7.0,-1.04702,1.0,0.9874842,-0.71105605,0.0,0.92258775,1.548901,2.0
0.011010356,-0.2574778,7.0,0.69721395,2.0,0.027713532,-0.36565033,0.0,-0.4408252,-1.2677021,2.0
1.0336962,-1.5512688,7.0,-0.43819368,1.0,2.0425284,-0.21236935,0.0,-0.60817003,-1.499934,2.0
-2.4968972,1.6248659,7.0,1.2946526,1.0,-2.3874242,0.7881562,0.0,-0.46670258,1.0415838,2.0
1.309706,-3.9730997,7.0,0.8040512,1.0,1.2717549,2.933822,0.0,-0.7930646,-1.9336053,2.0
1.0669539,-0.6884832,7.0,-1.6936471,1.0,1.4767395,-0.8330275,0.0,0.6621479,-0.7636384,2.0
0.16098289,0.887227,7.0,0.0403065,2.0,0.25897968,0.27566135,0.0,-0.8976366,0.42640775,2.0
0.3741776,0.017818255,7.0,1.6485491,2.0,-0.3244832,1.7975664,0.0,1.404902,-0.088787794,2.0
-1.1355479,2.3819623,7.0,1.7612469,2.0,-1.7919137,1.2146167,0.0,-1.4658659,-0.4931875,2.0
-0.032256342,0.5275183,7.0,0.25656825,2.0,0.0111392895,0.4626079,0.0,-0.21341349,-0.1475563,2.0
0.52133024,0.14771031,7.0,-0.4228946,1.0,-0.26632646,-0.09418153,0.0,-0.08560548,0.4900811,2.0
-0.11913066,-1.037684,7.0,0.25416023,1.0,-0.5269682,1.2287269,0.0,-0.23444846,0.53849447,2.0
0.25155574,-0.47247308,7.0,0.04783681,1.0,-0.47707632,0.5007678,0.0,-0.48106354,-0.12678348,2.0
-0.6335544,-0.9386666,7.0,3.3367488,2.0,-2.311047,2.170786,0.0,1.9286263,0.22234088,2.0
-0.8883706,7.3507566,7.0,-8.577258,1.0,-2.0756786,-2.0528371,0.0,2.6722887,2.719335,1.0
-2.009857,4.791368,7.0,0.34064355,2.0,-0.44977093,-0.55301356,0.0,-0.20854154,-1.1268446,2.0
-0.062225312,-0.09747036,7.0,1.8223016,1.0,-0.90640575,1.2583454,0.0,0.22327916,-0.17049266,2.0
0.26758748,0.82442904,7.0,-1.3393896,2.0,-0.7529752,0.6693428,0.0,0.5330382,0.74798894,2.0
-0.10452431,1.5003867,7.0,-5.642373,1.0,3.2794116,1.9129822,0.0,-1.7910041,0.74558353,1.0
-0.055225797,-1.4867903,7.0,-0.3688425,1.0,0.8627156,-0.1002898,0.0,0.99944943,0.64641815,2.0
-2.5405087,6.180536,7.0,-0.61755985,1.0,-1.6604773,2.6076026,0.0,-2.4995127,-1.9131489,1.0
2.244859,-3.3754797,7.0,0.54409987,2.0,3.7394655,-2.686384,0.0,1.0031468,-1.8499385,2.0
1.1078447,-1.3224334,7.0,-0.6344313,1.0,0.12338764,0.510053,0.0,-0.05492122,0.5765239,2.0
1.0253482,-0.71933144,7.0,-1.2441257,1.0,0.6877646,0.10903106,0.0,0.13782658,0.056042425,2.0
3.1776898,3.5013092,7.0,2.365416,2.0,0.8844402,-3.4725347,0.0,-2.6997788,-4.26793,2.0
0.48996952,-0.20300744,7.0,1.2607155,2.0,-0.10514263,0.3849948,0.0,0.69861436,-0.97183853,2.0
0.5215468,-0.3064781,7.0,-0.9988249,1.0,0.59400254,0.84336936,0.0,-0.5469376,0.06375131,2.0
-0.15409969,0.18639687,7.0,-0.65678203,1.0,0.20199543,-0.10475476,0.0,-0.17030823,0.3934878,2.0
2.8787887,-1.70385,7.0,-2.8075585,1.0,2.1434886,0.38313562,0.0,-0.28125888,0.31853092,2.0
-0.41593817,1.0781158,7.0,-0.29849002,1.0,0.11402443,0.86242425,0.0,0.037266552,0.02246068,2.0
-0.5845168,1.5277175,7.0,2.3972614,2.0,-1.7925991,-2.1433585,0.0,0.46848583,-0.10550012,2.0
-0.57806385,-0.5380256,7.0,-0.64377433,1.0,-0.33615345,0.8894781,0.0,0.3767128,0.8592175,2.0
2.3763275,-0.66376185,7.0,-1.8795182,1.0,2.5137565,0.21417138,0.0,0.82020324,-2.1130722,2.0
1.7617478,-5.6680794,7.0,-3.4316466,1.0,2.668655,2.7805488,0.0,0.49689034,1.1094702,2.0
-3.330301,2.4945688,7.0,0.6205792,2.0,-1.2639748,1.5422717,0.0,-1.8186461,0.53867155,1.0
-0.21370384,-0.64492047,7.0,-0.63206285,1.0,-0.008084944,1.4073987,0.0,-0.5328307,0.579584,2.0
-0.44544563,0.123076424,7.0,0.06270667,2.0,-0.5671535,1.1564742,0.0,-0.2174108,0.29856324,2.0
0.8019952,-5.438145,7.0,-0.012047386,2.0,-5.2408338,8.897446,0.0,3.1462135,3.278765,2.0
0.33414137,-2.0596032,7.0,-2.5817535,1.0,-0.6645642,2.0351732,0.0,-0.09617312,2.573085,2.0
0.10595654,0.16513474,7.0,-0.85551995,2.0,0.17324863,-0.16627383,0.0,-0.043283813,0.6871936,2.0
1.0799897,-1.060404,7.0,-0.056894004,1.0,1.309859,-0.08354321,0.0,-1.1553907,-0.657223,2.0
0.8068555,0.4821998,7.0,-1.192513,1.0,0.5249641,-0.42543855,0.0,0.00895548,-0.8965752,2.0
-0.36776036,-1.1806824,7.0,-0.73387915,1.0,1.2706864,0.7537777,0.0,-0.91659904,0.840583,2.0
0.5469542,-0.017269615,7.0,0.5213892,2.0,1.0584387,-0.46666774,0.0,-0.2751861,-0.8676577,2.0
-0.87118334,0.49553406,7.0,-0.5969185,2.0,0.0627816,0.8916061,0.0,-0.1860418,0.525115,2.0
-1.5309551,5.1911488,7.0,1.7007297,2.0,-1.4313492,-2.652023,0.0,-0.8017915,-1.0381559,2.0
-2.5796025,1.3033009,7.0,1.1866618,2.0,-3.417447,3.5576797,0.0,-0.579099,1.2143064,1.0
-0.6094091,0.36875767,7.0,2.0716465,2.0,-0.6390502,-0.3334206,0.0,-0.3567516,-1.1291896,2.0
-0.47702345,-0.48290065,7.0,-1.0270708,1.0,-0.91012007,1.5017682,0.0,0.35376778,-0.35742795,2.0
1.0956105,0.93692654,7.0,-2.4636486,1.0,2.0919375,-1.5427508,0.0,0.6406838,-0.83812726,2.0
