feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,target
-0.22570583,-0.4069761,0.007396713,0.035975553,-0.005683752,-0.022176247,0.36172664,-0.047407757,-0.3914724,0.2942975,0.0
0.3559783,-0.07539801,0.145138,-0.27490997,0.02763636,-0.34612006,0.04278875,-0.0020460691,0.00448782,0.22171122,2.0
-0.17024747,-0.45861554,0.0993944,-0.34234694,-0.064385474,-0.10936724,0.047232836,-0.12218335,-0.25662073,0.3640957,0.0
0.029618839,-0.11319035,-0.16913909,-0.0033495352,0.022943951,-0.36207664,0.44818914,-0.08027405,-0.062317662,-0.06336064,2.0
-0.0797542,-0.42226505,-0.32918215,-0.30127394,-0.18255368,-0.08804551,0.29037946,-0.18968189,-0.4856869,0.07651031,0.0
-0.24777004,-0.48271972,0.06670071,-0.1495632,-0.020738117,-0.044192757,0.059760775,0.052787054,-0.18850812,0.22224975,0.0
0.029123701,-0.26788443,-0.43102202,-0.10990908,0.29957688,-0.24350722,0.044156887,0.029741552,-0.15786052,0.09515404,2.0
-0.09754821,-0.36782706,-0.12046504,-0.15692404,-0.10070893,-0.18955134,0.12650466,-0.04978469,-0.0024915189,0.048360918,0.0
0.047220044,-0.32937157,-0.23397443,-0.12648848,0.0050855093,-0.26222375,0.052103743,0.072184324,-0.07333248,0.07966305,2.0
0.037404638,-0.19438866,-0.17353448,-0.04094941,-0.085322514,-0.091992214,0.353202,-0.11340931,-0.07608747,0.25772512,0.0
0.12850751,-0.23944214,-0.27223125,0.043621283,0.16660962,-0.4711575,0.18381606,-0.23030268,-0.010112286,-0.0630431,2.0
-0.2178219,-0.3631006,-0.16161866,-0.15827277,0.0056135245,-0.22767898,0.10071812,-0.10598247,-0.42649397,0.25187963,2.0
-0.12857142,-0.5102565,-0.2402699,-0.14626652,0.022627119,-0.14705592,-0.12125553,-0.039532065,-0.16465631,0.2705522,2.0
0.12089739,-0.2547679,-0.20387164,-0.28766635,-0.0059410296,-0.28526926,-0.11872403,0.031375878,-0.23686188,0.27869767,2.0
0.17047593,-0.43142074,-0.11537802,-0.12691632,-0.011469118,-0.2220246,0.101810545,-0.14915474,0.0029813945,0.1267245,2.0
-0.028530031,-0.3112187,-0.2264519,-0.19377398,-0.08488136,-0.2820477,0.09074301,-0.0061520617,-0.108467765,-0.015488919,2.0
-0.24032345,-0.6155589,-0.19862714,-0.20516136,-0.12875366,-0.3122771,-0.10053061,-0.26376823,-0.16082332,0.2552561,2.0
-0.22008875,-0.33560354,-0.049035802,-0.14147517,0.23467053,0.21467946,0.30532902,-0.04738335,-0.005877599,0.3505882,0.0
-0.101957835,-0.39344126,-0.32319367,-0.23322716,-0.25173932,-0.073120736,0.112110086,-0.19704385,-0.42204925,-0.027034732,2.0
0.17390844,-0.36323702,0.008429747,-0.3659839,0.11521645,-0.32507402,0.18868516,-0.29646507,-0.30547255,0.13738546,2.0
-0.17880797,-0.2196948,-0.308429,-0.21057731,0.15864477,-0.008495245,0.09742081,0.0922693,-0.15380868,0.24856564,0.0
-0.31962943,-0.5472447,-0.48532304,-0.1487175,-0.31998843,-0.15536177,-0.088376075,-0.17771302,-0.31934133,0.1588827,2.0
-0.20214263,-0.47674876,-0.28872418,-0.19073528,-0.053559855,-0.3632784,-0.031167064,-0.19151291,-0.45418924,0.14308998,2.0
-0.2189013,-0.42874318,-0.41324028,-0.020802166,-0.024970496,-0.16248848,0.0035448251,0.022906978,-0.16869259,0.19784054,2.0
-0.22083282,-0.5875467,-0.20455518,-0.12843686,-0.2711553,-0.4007585,0.18856622,-0.35104886,-0.12393635,0.054144073,2.0
0.13162121,-0.3001164,0.30861288,-0.23725152,-0.051210925,0.056040406,0.34623253,-0.07406643,-0.123716556,0.32539594,0.0
-0.09911324,-0.42480624,-0.24936771,-0.17724794,0.0050928853,-0.28085792,0.061723467,-0.18634872,-0.43264037,0.21402359,2.0
0.10908895,-0.23035993,0.06038606,-0.11129558,0.027050309,-0.08138265,0.20589927,-0.023422688,-0.045267485,0.42739505,0.0
-0.058278777,-0.41079777,-0.21713886,-0.004153367,0.19823408,-0.16158134,0.21244545,0.015698407,-0.3832533,0.17175424,2.0
-0.20942524,-0.14228582,-0.40454665,-0.10501915,0.109681785,-0.19571283,0.15423399,0.076012775,-0.42278543,0.08251442,2.0
0.058212377,-0.22072645,-0.2681565,-0.12744528,-0.16214247,-0.19733335,0.16296442,-0.046102915,-0.30841625,0.042566862,2.0
0.026912719,-0.48019457,-0.08866661,-0.14447689,-0.03596671,-0.06356592,0.11072683,-0.19301951,-0.005370617,0.19625065,0.0
0.013152008,-0.20410033,0.16196397,-0.26654732,-0.05910117,0.012592576,0.33845252,-0.12818985,-0.28189802,0.28889665,0.0
-0.33399522,-0.403592,-0.5811066,-0.083636336,-0.0611374,-0.16525057,0.20937707,0.40207204,-0.49156123,-0.030435055,0.0
0.25021732,-0.25976244,-0.04915341,0.053272247,-0.07592735,-0.27485198,0.22638698,-0.013971813,0.07349136,0.077870354,0.0
-0.19343889,-0.42362517,-0.25417793,-0.051179904,0.20416556,-0.22907008,0.02904186,-0.16163139,-0.3593429,0.1703889,2.0
-0.26760763,-0.4903077,-0.30026144,0.061925247,-0.06326519,-0.08975962,0.32740617,0.05200987,-0.0155802,0.12744382,0.0
0.135684,-0.48977256,0.19213775,-0.07060189,0.23418747,-0.13794222,0.18864779,0.010446642,0.1564596,0.080151364,0.0
0.0507751,-0.32531753,-0.14596513,-0.19370753,0.047657594,-0.24483038,-0.054181367,0.053209122,-0.014951311,0.27133015,2.0
0.20612442,-0.1146951,-0.07135826,-0.103034794,0.0637497,-0.21733716,0.42815357,-0.08981143,-0.16724086,0.090269364,2.0
-0.0041794553,-0.49858898,-0.1142019,-0.16923219,-0.10455116,-0.27627635,0.004101321,0.013801482,-0.15914816,0.20691502,0.0
