feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,target
0.2646299,4.0,0.8810966,7.0,-0.26464808,0.25434422,0.2051796,0.38895378,-0.7952777,4.0,0.0
-0.23096697,3.0,0.9367877,8.0,0.23230839,1.7834858,0.2589171,0.193152,-1.6616828,4.0,0.0
-2.3292522,3.0,2.7740288,7.0,2.330439,-0.45211473,-0.5453263,-0.3514594,-0.5105671,5.0,1.0
0.8069303,4.0,1.5122564,7.0,-0.80614936,-0.99522185,-1.0824169,-0.21798366,0.604337,4.0,0.0
-0.038905643,3.0,0.0069923135,7.0,0.038767207,-0.28280646,0.70085764,0.12299828,-0.427215,5.0,0.0
0.1531029,4.0,-0.7019415,7.0,-0.15191685,0.48347968,-0.01171278,0.72794116,-0.23478606,4.0,0.0
0.48783875,4.0,-0.25748506,7.0,-0.4888803,-2.9362664,-0.17638312,1.0664599,1.2487924,5.0,0.0
-0.19357249,4.0,-0.3434537,7.0,0.19238417,-0.17720091,-0.40973023,-0.2614433,0.799693,5.0,0.0
-1.0739896,4.0,0.966626,7.0,1.0717722,-1.3025755,-0.9840631,0.9999191,0.03511125,5.0,0.0
0.4945239,3.0,1.3022553,7.0,-0.4933761,-0.8640561,1.5124764,0.20593764,-1.5070901,5.0,0.0
-0.28114262,4.0,0.96923167,7.0,0.27814674,0.51829636,-0.5637557,-0.183704,-0.995549,4.0,0.0
0.47208285,5.0,-3.1182594,6.0,-0.47585216,0.107974276,0.9780361,-0.25368014,0.99829346,5.0,0.0
0.28797793,5.0,1.9381983,6.0,-0.28330767,-1.7252789,-0.8221694,0.1309612,-0.6476594,5.0,0.0
-0.04123409,4.0,-1.140399,7.0,0.043451373,-1.5129486,0.014934633,2.4935653,-0.5804348,5.0,1.0
1.7614799,4.0,4.0765834,7.0,-1.7623599,-0.46901783,-0.52268076,-0.92833054,-1.2815924,4.0,0.0
0.122943975,4.0,1.3610828,7.0,-0.12184896,0.19583842,-0.17186326,-0.2367579,-0.20117612,4.0,0.0
-2.5181987,6.0,1.6630392,6.0,2.507774,2.091178,-4.7613215,1.452729,1.3304462,2.0,2.0
0.009670511,3.0,-0.12536666,7.0,-0.010370037,0.5349492,0.0939602,-0.37817344,2.1404686,4.0,0.0
-0.0040285555,4.0,0.024557354,7.0,0.003133341,0.42665273,0.18800943,-0.45186138,-0.69799167,5.0,0.0
0.33979917,5.0,-0.994004,6.0,-0.34350747,-1.230979,-0.48822212,1.182902,0.119123355,5.0,0.0
-0.6358436,4.0,1.742843,7.0,0.63891476,-2.87981,0.08301851,-0.42378107,0.25275728,5.0,0.0
-0.07764217,4.0,0.59898037,7.0,0.07706375,0.162585,-0.16999431,-0.45047593,-0.17140195,4.0,0.0
0.11006598,3.0,0.77434206,6.0,-0.11135497,-0.48479596,0.34325415,0.5729955,0.28697002,5.0,0.0
-2.0679984,4.0,2.958536,7.0,2.0698318,-1.2738752,-0.27321813,-1.5999886,0.19076039,4.0,2.0
-0.79081786,4.0,0.6922935,6.0,0.79174685,-0.24986951,0.2941947,-1.2984506,0.68753433,5.0,0.0
-0.4852763,3.0,-2.6493464,8.0,0.48530722,3.3859735,0.37502587,-0.24542996,-1.0386686,5.0,0.0
-1.7614831,4.0,-1.7819413,4.0,1.7650183,3.2775664,-1.1530634,-1.7475423,1.1548194,6.0,0.0
-0.62468576,4.0,2.3166108,8.0,0.62281674,-1.7804147,1.4592956,-1.4044632,-1.4969711,4.0,0.0
-0.56352496,4.0,-0.3472799,6.0,0.5633119,-0.41192207,-0.013223745,-0.06762384,1.2654884,4.0,0.0
0.52065647,3.0,0.6185004,7.0,-0.51722556,0.8326518,0.94229585,0.3988016,-0.9242132,4.0,0.0
0.51660144,6.0,-1.7873343,7.0,-0.51733816,-0.06597537,2.8461266,-1.0216916,-1.7107304,4.0,0.0
-0.24843976,4.0,0.16854008,6.0,0.24774383,-0.23089775,0.24876763,0.23539244,0.63004607,4.0,0.0
-0.4926421,4.0,-0.23593248,7.0,0.49023452,-1.0472076,0.529678,0.68508744,0.25025624,4.0,0.0
0.16633153,4.0,0.1745019,7.0,-0.1665808,0.8886277,0.15908249,0.20303287,-0.74021333,4.0,0.0
0.9251791,4.0,-0.7665668,8.0,-0.92277753,0.9190466,-1.5038809,-0.7792328,0.7381516,5.0,0.0
-3.768643,2.0,6.389594,8.0,3.776185,3.8714354,-0.33725482,-4.823084,-1.1280736,3.0,2.0
1.9149727,5.0,2.8626628,6.0,-1.9207575,0.6851172,-3.9194736,-0.6761285,1.2565311,4.0,0.0
-0.62912655,4.0,1.1733501,6.0,0.6290576,-1.3634615,-0.021354284,0.18002293,0.08952869,5.0,0.0
0.95278,5.0,-1.780998,7.0,-0.9511962,0.7249981,-1.0133713,0.08222058,0.044123296,5.0,0.0
-0.053517442,4.0,-0.47840217,7.0,0.054378685,0.6056901,0.10703473,-0.5426437,-0.38528633,5.0,0.0
0.09680499,3.0,0.53661686,6.0,-0.09562976,0.21108396,-0.17881729,1.1864189,0.038599335,4.0,0.0
-0.7553212,4.0,-0.45947757,6.0,0.7561932,0.4924387,0.5556867,0.07085338,-0.42745999,4.0,0.0
0.78248334,3.0,-0.17658491,6.0,-0.7853311,-4.518545,2.1036632,0.07195942,2.6251168,6.0,0.0
0.73901707,4.0,0.5556389,7.0,-0.7384729,-0.1515204,0.033409465,0.33365265,-0.0969866,4.0,0.0
0.09668816,4.0,-0.37131765,7.0,-0.09820158,-1.3988477,0.94720364,-0.22350152,0.5224178,5.0,0.0
